,Time,Liquid Pressure [Pa] ,Liquid Saturation ,Temperature [C] ,Total Tracer_river [M] ,qlx [m/h] ,qly [m/h] ,qlz [m/h] ,northing,easting,elevation,cell_id
0,8641.0,118024.6,1.0,5.96428,0.9999887,-0.2464155,-0.05296657,-0.001469074,116270.0,594480.0,103.796,100528.0
1,8642.0,118426.0,1.0,5.86624,0.9999967,-0.2917432,-0.03751971,-0.006165254,116270.0,594480.0,103.796,100528.0
2,8643.0,118686.6,1.0,5.791748,0.9999984,-0.3019133,-0.03531887,-0.007393094,116270.0,594480.0,103.796,100528.0
3,8644.0,118904.5,1.0,5.739531,0.9999998,-0.3082623,-0.03059145,-0.009272597,116270.0,594480.0,103.796,100528.0
4,8645.0,118990.7,1.0,5.707148,1.0,-0.2934616,-0.02919165,-0.0091879,116270.0,594480.0,103.796,100528.0
5,8646.0,118951.3,1.0,5.686119,0.9999997,-0.2538474,-0.02865646,-0.008058667,116270.0,594480.0,103.796,100528.0
6,8647.0,118758.9,1.0,5.675342,0.999998,-0.2013549,-0.02920327,-0.00568308,116270.0,594480.0,103.796,100528.0
7,8648.0,118485.3,1.0,5.67539,0.9999938,-0.1563048,-0.03842366,-0.002217715,116270.0,594480.0,103.796,100528.0
8,8649.0,118058.0,1.0,5.684788,0.9999875,-0.06065012,-0.0242469,-0.0007860712,116270.0,594480.0,103.796,100528.0
9,8650.0,117765.9,1.0,5.696241,0.9999802,-0.02374288,-0.01577669,-0.0006722437,116270.0,594480.0,103.796,100528.0
10,8651.0,117272.4,1.0,5.707427,0.9999555,0.08171792,0.01856407,-0.005196655,116270.0,594480.0,103.796,100528.0
11,8652.0,116826.5,1.0,5.738672,0.9998287,0.1522406,0.04875975,-0.01032052,116270.0,594480.0,103.796,100528.0
0,8641.0,117194.8,1.0,5.821804,0.999996,-0.0004953285,-0.007834786,0.002054021,116290.0,594470.0,103.883,100920.0
1,8642.0,117603.3,1.0,5.820506,0.9999965,-0.0008063371,-0.009097665,0.002159765,116290.0,594470.0,103.883,100920.0
2,8643.0,117867.8,1.0,5.819038,0.9999971,-0.00100083,-0.008627705,0.00181729,116290.0,594470.0,103.883,100920.0
3,8644.0,118085.8,1.0,5.817483,0.9999975,-0.001124845,-0.008343157,0.001588744,116290.0,594470.0,103.883,100920.0
4,8645.0,118172.2,1.0,5.816032,0.9999979,-0.001013003,-0.007877454,0.001450505,116290.0,594470.0,103.883,100920.0
5,8646.0,118134.5,1.0,5.814764,0.9999981,-0.000523953,-0.007538493,0.001541457,116290.0,594470.0,103.883,100920.0
6,8647.0,117941.3,1.0,5.813815,0.9999982,0.0001544052,-0.007254737,0.001758781,116290.0,594470.0,103.883,100920.0
7,8648.0,117666.2,1.0,5.813247,0.9999981,0.0005584037,-0.006358418,0.001733695,116290.0,594470.0,103.883,100920.0
8,8649.0,117236.8,1.0,5.813155,0.9999979,0.001434961,-0.005002703,0.001654285,116290.0,594470.0,103.883,100920.0
9,8650.0,116938.3,1.0,5.813439,0.9999978,0.001309405,-0.003394771,0.001157792,116290.0,594470.0,103.883,100920.0
10,8651.0,116444.7,1.0,5.814024,0.9999975,0.001701402,-0.000666143,0.0003272904,116290.0,594470.0,103.883,100920.0
11,8652.0,115993.5,1.0,5.814785,0.9999971,0.001366143,0.00256419,-0.0009323515,116290.0,594470.0,103.883,100920.0
0,8641.0,116515.2,1.0,5.851002,0.9999973,-0.168121,-0.0860611,0.05130502,116300.0,594460.0,103.951,101230.0
1,8642.0,116921.7,1.0,5.846167,0.9999971,-0.2096661,-0.1087691,0.0637994,116300.0,594460.0,103.951,101230.0
2,8643.0,117185.9,1.0,5.841171,0.9999966,-0.2175792,-0.1140454,0.06632867,116300.0,594460.0,103.951,101230.0
3,8644.0,117403.4,1.0,5.836342,0.999996,-0.2225345,-0.1162719,0.06740508,116300.0,594460.0,103.951,101230.0
4,8645.0,117490.8,1.0,5.832473,0.9999955,-0.2106734,-0.1112063,0.0638666,116300.0,594460.0,103.951,101230.0
5,8646.0,117455.9,1.0,5.829679,0.9999951,-0.1798222,-0.09875193,0.05513631,116300.0,594460.0,103.951,101230.0
6,8647.0,117266.1,1.0,5.827783,0.9999947,-0.1392891,-0.08062473,0.04334143,116300.0,594460.0,103.951,101230.0
7,8648.0,116993.8,1.0,5.826588,0.9999944,-0.1013987,-0.06243461,0.03238569,116300.0,594460.0,103.951,101230.0
8,8649.0,116569.7,1.0,5.826022,0.9999942,-0.03509568,-0.0325866,0.01281733,116300.0,594460.0,103.951,101230.0
9,8650.0,116271.8,1.0,5.825947,0.999994,-0.01296516,-0.01909345,0.005980382,116300.0,594460.0,103.951,101230.0
10,8651.0,115783.1,1.0,5.825037,0.9999934,0.04967661,0.008767231,-0.01416162,116300.0,594460.0,103.951,101230.0
11,8652.0,115333.6,1.0,5.825747,0.999986,0.08869824,0.02901459,-0.02767375,116300.0,594460.0,103.951,101230.0
0,8641.0,133950.6,1.0,6.526756,0.999868,-0.616999,-0.1840897,0.1552719,116270.0,594480.0,102.173,138115.0
1,8642.0,134354.8,1.0,6.504198,0.9998186,-0.7774608,-0.2304474,0.1948442,116270.0,594480.0,102.173,138115.0
2,8643.0,134615.9,1.0,6.481822,0.9997744,-0.8116558,-0.2404343,0.2027778,116270.0,594480.0,102.173,138115.0
3,8644.0,134834.2,1.0,6.462207,0.9997588,-0.8397672,-0.2480307,0.2090967,116270.0,594480.0,102.173,138115.0
4,8645.0,134919.7,1.0,6.445347,0.9997607,-0.8002603,-0.2366267,0.1989691,116270.0,594480.0,102.173,138115.0
5,8646.0,134878.3,1.0,6.426991,0.9997667,-0.6891881,-0.2051894,0.1711359,116270.0,594480.0,102.173,138115.0
6,8647.0,134683.2,1.0,6.409162,0.999772,-0.5374828,-0.1619158,0.1334364,116270.0,594480.0,102.173,138115.0
7,8648.0,134407.0,1.0,6.394426,0.9997759,-0.3913761,-0.1201714,0.09737044,116270.0,594480.0,102.173,138115.0
8,8649.0,133975.2,1.0,6.386947,0.9997778,-0.1432931,-0.04830114,0.03501414,116270.0,594480.0,102.173,138115.0
9,8650.0,133681.3,1.0,6.385013,0.9997785,-0.05150529,-0.02048013,0.01214077,116270.0,594480.0,102.173,138115.0
10,8651.0,133183.2,1.0,6.38084,0.9997878,0.1850353,0.04850921,-0.04813415,116270.0,594480.0,102.173,138115.0
11,8652.0,132734.2,1.0,6.367112,0.9997931,0.3328203,0.09297807,-0.08590288,116270.0,594480.0,102.173,138115.0
0,8641.0,126053.1,1.0,6.072011,0.9999527,-0.00014241,-0.01361932,0.006680717,116290.0,594470.0,102.978,142219.0
1,8642.0,126459.0,1.0,6.071985,0.999953,-0.0001364927,-0.017322,0.008449523,116290.0,594470.0,102.978,142219.0
2,8643.0,126722.6,1.0,6.071848,0.9999531,-8.274066e-05,-0.01814884,0.008790055,116290.0,594470.0,102.978,142219.0
3,8644.0,126940.2,1.0,6.071656,0.9999532,-0.0001095038,-0.01849003,0.008939477,116290.0,594470.0,102.978,142219.0
4,8645.0,127027.1,1.0,6.071473,0.9999531,-3.633474e-05,-0.01781281,0.008586346,116290.0,594470.0,102.978,142219.0
5,8646.0,126990.5,1.0,6.071324,0.9999528,0.0002074117,-0.01637661,0.007848968,116290.0,594470.0,102.978,142219.0
6,8647.0,126799.2,1.0,6.071264,0.9999523,0.0004467074,-0.01410749,0.006737215,116290.0,594470.0,102.978,142219.0
7,8648.0,126526.0,1.0,6.071302,0.9999516,0.0006132623,-0.01158226,0.005489031,116290.0,594470.0,102.978,142219.0
8,8649.0,126099.6,1.0,6.071453,0.999951,0.0009559535,-0.007594188,0.003509962,116290.0,594470.0,102.978,142219.0
9,8650.0,125802.9,1.0,6.071683,0.9999505,0.0008471271,-0.005023561,0.00227524,116290.0,594470.0,102.978,142219.0
10,8651.0,125311.9,1.0,6.071945,0.9999502,0.001178173,-0.001161505,0.0002882987,116290.0,594470.0,102.978,142219.0
11,8652.0,124862.8,1.0,6.072273,0.9999501,0.00115955,0.002387563,-0.001495935,116290.0,594470.0,102.978,142219.0
0,8641.0,117141.7,1.0,6.112418,0.9999447,-0.00409733,-0.02499592,0.0009632036,116290.0,594470.0,103.882,148845.0
1,8642.0,117533.6,1.0,6.111458,0.9999455,-0.00524733,-0.03226133,0.001421152,116290.0,594470.0,103.882,148845.0
2,8643.0,117793.5,1.0,6.110147,0.9999467,-0.005600499,-0.0345075,0.00150757,116290.0,594470.0,103.882,148845.0
3,8644.0,118009.1,1.0,6.10859,0.9999479,-0.005829542,-0.0355667,0.001513518,116290.0,594470.0,103.882,148845.0
4,8645.0,118098.9,1.0,6.106986,0.999949,-0.005579817,-0.03437667,0.001380993,116290.0,594470.0,103.882,148845.0
5,8646.0,118069.8,1.0,6.105437,0.9999499,-0.00483213,-0.03124619,0.00115754,116290.0,594470.0,103.882,148845.0
6,8647.0,117889.5,1.0,6.104163,0.9999506,-0.003760397,-0.02614342,0.0008569723,116290.0,594470.0,103.882,148845.0
7,8648.0,117626.9,1.0,6.103268,0.999951,-0.002775981,-0.02103868,0.0005989817,116290.0,594470.0,103.882,148845.0
8,8649.0,117218.1,1.0,6.102892,0.9999511,-0.001132977,-0.01278649,0.0002156921,116290.0,594470.0,103.882,148845.0
9,8650.0,116929.4,1.0,6.103003,0.9999509,-0.0005137158,-0.008221718,2.466942e-05,116290.0,594470.0,103.882,148845.0
10,8651.0,116453.9,1.0,6.103635,0.9999501,0.000932367,-0.00104771,-0.0003177123,116290.0,594470.0,103.882,148845.0
11,8652.0,116016.0,1.0,6.104799,0.9999489,0.001837158,0.004792291,-0.0005952888,116290.0,594470.0,103.882,148845.0
0,8641.0,109052.7,1.0,6.233158,0.9998371,-0.1802791,0.0003240589,0.02750742,116270.0,594470.0,104.706,105015.0
1,8642.0,109441.4,1.0,6.183928,0.9999075,-0.235686,0.007492255,0.0352657,116270.0,594470.0,104.706,105015.0
2,8643.0,109699.5,1.0,6.135305,0.9999057,-0.2465517,0.008679629,0.03531096,116270.0,594470.0,104.706,105015.0
3,8644.0,109915.1,1.0,6.082546,0.9998856,-0.2561872,0.009826245,0.03573536,116270.0,594470.0,104.706,105015.0
4,8645.0,110004.4,1.0,6.034937,0.9998563,-0.2433735,0.008350874,0.03321603,116270.0,594470.0,104.706,105015.0
5,8646.0,109973.8,1.0,5.996936,0.9998286,-0.2075987,0.004397242,0.02707098,116270.0,594470.0,104.706,105015.0
6,8647.0,109793.2,1.0,5.975903,0.9997859,-0.1591917,9.385176e-07,0.0196267,116270.0,594470.0,104.706,105015.0
7,8648.0,109531.1,1.0,5.970812,0.9997274,-0.1115402,-0.004816758,0.01259491,116270.0,594470.0,104.706,105015.0
8,8649.0,109123.5,1.0,5.992835,0.9995476,-0.03680434,-0.007156031,0.0004757693,116270.0,594470.0,104.706,105015.0
9,8650.0,108838.4,1.0,6.024039,0.9993232,-0.01107888,-0.006320266,-0.002188568,116270.0,594470.0,104.706,105015.0
10,8651.0,108363.4,1.0,6.068128,0.9990698,0.05551648,-0.004970665,-0.01322034,116270.0,594470.0,104.706,105015.0
11,8652.0,107928.7,1.0,6.113251,0.9988521,0.09544622,-0.002374073,-0.0189312,116270.0,594470.0,104.706,105015.0
0,8641.0,117359.8,1.0,6.290915,0.9998996,-0.2076622,-0.007912142,0.003694047,116280.0,594470.0,103.856,148309.0
1,8642.0,117741.1,1.0,6.278306,0.999907,-0.2634488,-0.009319866,0.006143236,116280.0,594470.0,103.856,148309.0
2,8643.0,117997.4,1.0,6.265388,0.9999146,-0.2771427,-0.01028764,0.006339909,116280.0,594470.0,103.856,148309.0
3,8644.0,118211.4,1.0,6.252504,0.9999209,-0.2878684,-0.01067562,0.006291028,116280.0,594470.0,103.856,148309.0
4,8645.0,118302.6,1.0,6.240719,0.9999233,-0.2749502,-0.01104566,0.005328772,116280.0,594470.0,103.856,148309.0
5,8646.0,118277.5,1.0,6.230393,0.9999223,-0.2373822,-0.01144672,0.003558031,116280.0,594470.0,103.856,148309.0
6,8647.0,118104.2,1.0,6.222249,0.9999204,-0.1856616,-0.01114449,0.001667201,116280.0,594470.0,103.856,148309.0
7,8648.0,117849.0,1.0,6.21645,0.9999182,-0.1358775,-0.01040088,0.0002033704,116280.0,594470.0,103.856,148309.0
8,8649.0,117452.1,1.0,6.213536,0.9999161,-0.05257691,-0.009076441,-0.002232411,116280.0,594470.0,103.856,148309.0
9,8650.0,117170.5,1.0,6.212826,0.9999138,-0.02136526,-0.007294307,-0.002587964,116280.0,594470.0,103.856,148309.0
10,8651.0,116705.2,1.0,6.214475,0.9999097,0.05570711,-0.006426313,-0.004634985,116280.0,594470.0,103.856,148309.0
11,8652.0,116276.1,1.0,6.218859,0.9998993,0.1039451,-0.00481672,-0.005601324,116280.0,594470.0,103.856,148309.0
0,8641.0,126317.2,1.0,6.39277,0.9999035,-0.01466503,-0.003255625,0.008416485,116280.0,594480.0,102.948,142088.0
1,8642.0,126713.0,1.0,6.393197,0.9999028,-0.0186804,-0.003896431,0.01070404,116280.0,594480.0,102.948,142088.0
2,8643.0,126972.5,1.0,6.393847,0.9999019,-0.01948442,-0.00424947,0.01117638,116280.0,594480.0,102.948,142088.0
3,8644.0,127189.2,1.0,6.394661,0.9999007,-0.0202502,-0.004162893,0.01157038,116280.0,594480.0,102.948,142088.0
4,8645.0,127276.8,1.0,6.395535,0.9998994,-0.01920727,-0.004235534,0.01099838,116280.0,594480.0,102.948,142088.0
5,8646.0,127241.5,1.0,6.396373,0.9998981,-0.01625708,-0.004543168,0.009414646,116280.0,594480.0,102.948,142088.0
6,8647.0,127054.6,1.0,6.396899,0.9998969,-0.01232549,-0.004623315,0.007272382,116280.0,594480.0,102.948,142088.0
7,8648.0,126786.3,1.0,6.397105,0.9998957,-0.008570169,-0.004580091,0.00521432,116280.0,594480.0,102.948,142088.0
8,8649.0,126367.4,1.0,6.396865,0.9998947,-0.00230056,-0.004395413,0.001757379,116280.0,594480.0,102.948,142088.0
9,8650.0,126078.0,1.0,6.39651,0.999894,-0.0002007799,-0.00362059,0.0005202519,116280.0,594480.0,102.948,142088.0
10,8651.0,125592.2,1.0,6.396618,0.9998926,0.005724524,-0.003556696,-0.002738598,116280.0,594480.0,102.948,142088.0
11,8652.0,125150.4,1.0,6.397623,0.9998905,0.009215869,-0.002826835,-0.004744175,116280.0,594480.0,102.948,142088.0
0,8641.0,124701.0,1.0,6.397272,0.9999019,-0.05425861,0.02209494,0.02577482,116280.0,594480.0,103.112,142808.0
1,8642.0,125095.7,1.0,6.405513,0.9998989,-0.06899475,0.02843075,0.03277247,116280.0,594480.0,103.112,142808.0
2,8643.0,125354.9,1.0,6.413161,0.9998966,-0.07214604,0.02952204,0.03426028,116280.0,594480.0,103.112,142808.0
3,8644.0,125571.4,1.0,6.419535,0.9998946,-0.07484754,0.03096654,0.03545878,116280.0,594480.0,103.112,142808.0
4,8645.0,125659.2,1.0,6.423956,0.9998925,-0.07121502,0.02911568,0.03374765,116280.0,594480.0,103.112,142808.0
5,8646.0,125624.6,1.0,6.426572,0.9998904,-0.06096532,0.02373753,0.02900196,116280.0,594480.0,103.112,142808.0
6,8647.0,125438.7,1.0,6.42775,0.9998888,-0.04705014,0.01686395,0.02253483,116280.0,594480.0,103.112,142808.0
7,8648.0,125171.3,1.0,6.427875,0.9998878,-0.03367466,0.01041021,0.01630729,116280.0,594480.0,103.112,142808.0
8,8649.0,124754.1,1.0,6.426862,0.9998877,-0.01130833,-0.0002127901,0.00584976,116280.0,594480.0,103.112,142808.0
9,8650.0,124465.4,1.0,6.425678,0.9998882,-0.003308533,-0.003094928,0.002022024,116280.0,594480.0,103.112,142808.0
10,8651.0,123981.2,1.0,6.42471,0.9998869,0.01769427,-0.01319401,-0.007798856,116280.0,594480.0,103.112,142808.0
11,8652.0,123540.6,1.0,6.423933,0.9998834,0.03054493,-0.01847091,-0.01391702,116280.0,594480.0,103.112,142808.0
0,8641.0,127136.1,1.0,6.600314,0.9997111,-0.1484996,-0.1076882,-0.006166505,116280.0,594470.0,102.859,189246.0
1,8642.0,127517.6,1.0,6.590807,0.999723,-0.1876083,-0.1359017,-0.006574326,116280.0,594470.0,102.859,189246.0
2,8643.0,127773.9,1.0,6.578306,0.9997352,-0.1971926,-0.1432726,-0.007112774,116280.0,594470.0,102.859,189246.0
3,8644.0,127987.9,1.0,6.564576,0.9997447,-0.2046288,-0.1485929,-0.007660749,116280.0,594470.0,102.859,189246.0
4,8645.0,128078.9,1.0,6.551626,0.9997499,-0.1958207,-0.1427472,-0.00796901,116280.0,594470.0,102.859,189246.0
5,8646.0,128053.6,1.0,6.540349,0.9997514,-0.1701566,-0.1254823,-0.007965928,116280.0,594470.0,102.859,189246.0
6,8647.0,127880.2,1.0,6.531279,0.9997521,-0.1342823,-0.1006445,-0.007351479,116280.0,594470.0,102.859,189246.0
7,8648.0,127625.0,1.0,6.524494,0.9997529,-0.09943248,-0.07620793,-0.006410661,116280.0,594470.0,102.859,189246.0
8,8649.0,127228.0,1.0,6.520058,0.999755,-0.04121811,-0.03546564,-0.004935758,116280.0,594470.0,102.859,189246.0
9,8650.0,126946.5,1.0,6.517576,0.9997575,-0.01861631,-0.01849613,-0.003705668,116280.0,594470.0,102.859,189246.0
10,8651.0,126481.1,1.0,6.520184,0.9997568,0.03546392,0.01905424,-0.002166247,116280.0,594470.0,102.859,189246.0
11,8652.0,126052.0,1.0,6.527614,0.9997489,0.07002688,0.04404709,-0.0007900307,116280.0,594470.0,102.859,189246.0
0,8641.0,110898.2,1.0,5.851236,0.9999945,-0.2150914,-0.1038606,0.06300441,116290.0,594460.0,104.523,103876.0
1,8642.0,111303.0,1.0,5.832947,0.9999933,-0.2708181,-0.1324456,0.07968265,116290.0,594460.0,104.523,103876.0
2,8643.0,111566.7,1.0,5.823097,0.9999908,-0.2815768,-0.1370646,0.08201669,116290.0,594460.0,104.523,103876.0
3,8644.0,111784.0,1.0,5.819106,0.9999878,-0.290213,-0.1402957,0.08397829,116290.0,594460.0,104.523,103876.0
4,8645.0,111871.6,1.0,5.819524,0.9999847,-0.2732944,-0.1316075,0.0785571,116290.0,594460.0,104.523,103876.0
5,8646.0,111837.2,1.0,5.822725,0.9999818,-0.2274144,-0.1101452,0.06488802,116290.0,594460.0,104.523,103876.0
6,8647.0,111648.3,1.0,5.826794,0.9999797,-0.1677766,-0.08253193,0.04767366,116290.0,594460.0,104.523,103876.0
7,8648.0,111377.2,1.0,5.830769,0.9999783,-0.1139994,-0.05680288,0.03193536,116290.0,594460.0,104.523,103876.0
8,8649.0,110954.6,1.0,5.835572,0.9999772,-0.02126775,-0.01341123,0.004709408,116290.0,594460.0,104.523,103876.0
9,8650.0,110657.8,1.0,5.841469,0.9999738,0.004873891,0.0001946211,-0.002956599,116290.0,594460.0,104.523,103876.0
10,8651.0,110170.3,1.0,5.85549,0.9999221,0.08940075,0.04007222,-0.02818168,116290.0,594460.0,104.523,103876.0
11,8652.0,109722.2,1.0,5.87496,0.9998366,0.1362605,0.06365262,-0.04245874,116290.0,594460.0,104.523,103876.0
0,8641.0,107507.7,1.0,6.044042,0.9998313,0.006561747,-0.02777731,0.001975873,116290.0,594470.0,104.866,107663.0
1,8642.0,107900.7,1.0,6.042483,0.9998438,0.008726213,-0.03679904,0.003333358,116290.0,594470.0,104.866,107663.0
2,8643.0,108161.4,1.0,6.040721,0.9998579,0.009174271,-0.03961324,0.003747833,116290.0,594470.0,104.866,107663.0
3,8644.0,108377.7,1.0,6.039008,0.9998737,0.009213748,-0.04084419,0.003866948,116290.0,594470.0,104.866,107663.0
4,8645.0,108467.9,1.0,6.037776,0.9998893,0.008801222,-0.03923292,0.003490484,116290.0,594470.0,104.866,107663.0
5,8646.0,108438.8,1.0,6.037122,0.9999034,0.008171338,-0.03526718,0.002770275,116290.0,594470.0,104.866,107663.0
6,8647.0,108257.8,1.0,6.037421,0.9999144,0.007115143,-0.02889572,0.001717563,116290.0,594470.0,104.866,107663.0
7,8648.0,107994.1,1.0,6.040158,0.9999148,0.006004811,-0.02288771,0.0009259865,116290.0,594470.0,104.866,107663.0
8,8649.0,107583.1,1.0,6.047089,0.9998973,0.004224097,-0.01331888,-9.431632e-05,116290.0,594470.0,104.866,107663.0
9,8650.0,107292.7,1.0,6.057039,0.9998686,0.002892217,-0.008115803,-0.0005858127,116290.0,594470.0,104.866,107663.0
10,8651.0,106815.5,1.0,6.070525,0.9998291,0.001305412,0.0001371288,-0.001475294,116290.0,594470.0,104.866,107663.0
11,8652.0,106375.8,1.0,6.086493,0.9997791,-0.0003554126,0.006846278,-0.002175454,116290.0,594470.0,104.866,107663.0
0,8641.0,126206.7,1.0,6.247381,0.9999151,-0.1045569,-0.01203307,0.05072775,116280.0,594480.0,102.959,142133.0
1,8642.0,126601.1,1.0,6.255594,0.9999073,-0.1328694,-0.01524869,0.06457866,116280.0,594480.0,102.959,142133.0
2,8643.0,126860.5,1.0,6.266333,0.9998984,-0.1388247,-0.01661012,0.06763006,116280.0,594480.0,102.959,142133.0
3,8644.0,127076.8,1.0,6.279155,0.9998901,-0.1436201,-0.01694159,0.06984423,116280.0,594480.0,102.959,142133.0
4,8645.0,127164.9,1.0,6.292298,0.9998836,-0.1366153,-0.01674947,0.06655612,116280.0,594480.0,102.959,142133.0
5,8646.0,127131.3,1.0,6.304533,0.999879,-0.1173505,-0.01629155,0.05765117,116280.0,594480.0,102.959,142133.0
6,8647.0,126946.3,1.0,6.313978,0.9998762,-0.09116601,-0.01478678,0.04533605,116280.0,594480.0,102.959,142133.0
7,8648.0,126679.7,1.0,6.320205,0.9998747,-0.06598816,-0.01307179,0.03343957,116280.0,594480.0,102.959,142133.0
8,8649.0,126263.7,1.0,6.322234,0.9998748,-0.02371512,-0.01036588,0.01350988,116280.0,594480.0,102.959,142133.0
9,8650.0,125974.7,1.0,6.321749,0.9998758,-0.008183993,-0.007809966,0.005764282,116280.0,594480.0,102.959,142133.0
10,8651.0,125491.7,1.0,6.319632,0.9998745,0.0315654,-0.005812477,-0.01282062,116280.0,594480.0,102.959,142133.0
11,8652.0,125051.2,1.0,6.318226,0.9998677,0.05645088,-0.003181068,-0.02486228,116280.0,594480.0,102.959,142133.0
0,8641.0,106911.4,1.0,5.907007,0.9999969,-0.02365988,0.002205349,-0.02472616,116260.0,594470.0,104.94,61429.0
1,8642.0,107380.5,1.0,5.875233,0.9999978,-0.02719778,-0.002243398,-0.03971019,116260.0,594470.0,104.94,61429.0
2,8643.0,107755.6,1.0,5.829992,0.9999988,-0.02290172,-0.006313342,-0.07781735,116260.0,594470.0,104.94,61429.0
3,8644.0,107992.8,1.0,5.787945,0.9999996,-0.02284564,-0.008246458,-0.08191498,116260.0,594470.0,104.94,61429.0
4,8645.0,108065.0,1.0,5.752759,1.0,-0.02175967,-0.007860661,-0.07816762,116260.0,594470.0,104.94,61429.0
5,8646.0,107978.2,1.0,5.725096,1.000001,-0.01939953,-0.005338852,-0.06640443,116260.0,594470.0,104.94,61429.0
6,8647.0,107656.9,1.0,5.708996,1.000001,-0.01856043,-0.00185537,-0.02727935,116260.0,594470.0,104.94,61429.0
7,8648.0,107332.3,1.0,5.701705,1.000001,-0.01473208,0.001423284,-0.01587832,116260.0,594470.0,104.94,61429.0
8,8649.0,106845.2,1.0,5.699381,1.000001,-0.002965647,-7.136547e-05,-0.003193501,116260.0,594470.0,104.94,61429.0
9,8650.0,106545.4,1.0,5.699779,1.0,-0.0008145191,4.887622e-05,-0.0009925672,116260.0,594470.0,104.94,61429.0
10,8651.0,106051.9,1.0,5.703194,0.9999999,0.003198206,-2.470508e-05,0.001205177,116260.0,594470.0,104.94,61429.0
11,8652.0,105610.8,1.0,5.70845,0.9999984,0.004985541,9.730378e-05,0.001976909,116260.0,594470.0,104.94,61429.0
0,8641.0,127697.9,1.0,6.629913,0.9996777,-0.1574564,-0.04442768,0.02393559,116280.0,594470.0,102.804,187804.0
1,8642.0,128084.9,1.0,6.625324,0.9996841,-0.1994059,-0.05599421,0.03069103,116280.0,594470.0,102.804,187804.0
2,8643.0,128342.5,1.0,6.620248,0.9996824,-0.2092669,-0.05928164,0.03214754,116280.0,594470.0,102.804,187804.0
3,8644.0,128557.5,1.0,6.615335,0.9996757,-0.2167143,-0.06134808,0.03312309,116280.0,594470.0,102.804,187804.0
4,8645.0,128647.3,1.0,6.611811,0.9996682,-0.2070829,-0.05919673,0.03149657,116280.0,594470.0,102.804,187804.0
5,8646.0,128618.4,1.0,6.610605,0.9996624,-0.1798661,-0.05285797,0.02725998,116280.0,594470.0,102.804,187804.0
6,8647.0,128440.0,1.0,6.610632,0.9996589,-0.141892,-0.04328676,0.02143932,116280.0,594470.0,102.804,187804.0
7,8648.0,128179.9,1.0,6.611023,0.9996573,-0.1050474,-0.03373843,0.01585379,116280.0,594470.0,102.804,187804.0
8,8649.0,127774.8,1.0,6.610514,0.9996577,-0.04347228,-0.01787457,0.006509744,116280.0,594470.0,102.804,187804.0
9,8650.0,127490.2,1.0,6.609363,0.9996592,-0.01943821,-0.01051575,0.002866462,116280.0,594470.0,102.804,187804.0
10,8651.0,127017.3,1.0,6.608262,0.9996601,0.03789377,0.003950308,-0.005762694,116280.0,594470.0,102.804,187804.0
11,8652.0,126583.3,1.0,6.607748,0.9996582,0.07480457,0.01425508,-0.01139209,116280.0,594470.0,102.804,187804.0
0,8641.0,115398.0,1.0,5.977423,0.9999863,-0.01821906,-0.03463898,-0.01990401,116260.0,594480.0,104.06,101703.0
1,8642.0,115792.9,1.0,5.941952,0.9999924,-0.02398615,-0.04023587,-0.0277997,116260.0,594480.0,104.06,101703.0
2,8643.0,116053.1,1.0,5.904002,0.9999966,-0.02474158,-0.04278115,-0.0302355,116260.0,594480.0,104.06,101703.0
3,8644.0,116270.2,1.0,5.866732,0.9999993,-0.02567727,-0.04435376,-0.03154889,116260.0,594480.0,104.06,101703.0
4,8645.0,116358.1,1.0,5.83382,1.000001,-0.02434394,-0.04280825,-0.03007673,116260.0,594480.0,104.06,101703.0
5,8646.0,116323.2,1.0,5.806299,1.000002,-0.02072953,-0.03769908,-0.02572987,116260.0,594480.0,104.06,101703.0
6,8647.0,116136.3,1.0,5.785987,1.000002,-0.01557477,-0.03206195,-0.01812048,116260.0,594480.0,104.06,101703.0
7,8648.0,115869.3,1.0,5.77288,1.000002,-0.01037362,-0.02595908,-0.0122805,116260.0,594480.0,104.06,101703.0
8,8649.0,115454.2,1.0,5.767666,1.000002,-0.00176081,-0.01464326,-0.001513313,116260.0,594480.0,104.06,101703.0
9,8650.0,115168.4,1.0,5.767252,1.000002,0.000445073,-0.008119926,-0.0001158199,116260.0,594480.0,104.06,101703.0
10,8651.0,114691.2,1.0,5.770381,1.000001,0.005570651,0.007110467,0.001065886,116260.0,594480.0,104.06,101703.0
11,8652.0,114256.9,1.0,5.776854,0.9999935,0.007222922,0.01923803,0.0006145023,116260.0,594480.0,104.06,101703.0
0,8641.0,124111.7,1.0,5.816291,0.9999981,-0.007533352,-0.008190327,0.002253935,116290.0,594470.0,103.177,97272.0
1,8642.0,124519.9,1.0,5.81637,0.9999983,-0.009178857,-0.01068243,0.002837643,116290.0,594470.0,103.177,97272.0
2,8643.0,124784.2,1.0,5.816472,0.9999984,-0.009249248,-0.0115411,0.0029386,116290.0,594470.0,103.177,97272.0
3,8644.0,125002.0,1.0,5.816612,0.9999984,-0.009629001,-0.01160855,0.003000684,116290.0,594470.0,103.177,97272.0
4,8645.0,125088.6,1.0,5.816833,0.9999984,-0.008906498,-0.01144288,0.002848789,116290.0,594470.0,103.177,97272.0
5,8646.0,125051.6,1.0,5.817157,0.9999982,-0.006773016,-0.01143402,0.002480421,116290.0,594470.0,103.177,97272.0
