,Time,Liquid Pressure [Pa] ,Liquid Saturation ,Temperature [C] ,Total Tracer_river [M] ,qlx [m/h] ,qly [m/h] ,qlz [m/h] ,northing,easting,elevation,cell_id
7,8648.0,82344.67,0.3770752,12.46995,0.7834015,-2.572296e-05,-7.195071e-06,7.414253e-06,116120.0,594470.0,107.4,323264.0
8,8649.0,82298.7,0.3768109,12.46976,0.7834027,-4.141197e-05,-3.887804e-06,1.926276e-06,116120.0,594470.0,107.4,323264.0
9,8650.0,82237.23,0.376459,12.46955,0.7834025,-4.544855e-05,-2.403359e-06,-5.002265e-07,116120.0,594470.0,107.4,323264.0
10,8651.0,82139.91,0.3759052,12.46935,0.7833988,-6.419486e-05,2.196814e-06,-2.558046e-06,116120.0,594470.0,107.4,323264.0
11,8652.0,82013.51,0.3751921,12.46913,0.7833913,-7.974311e-05,6.213681e-06,-4.724633e-06,116120.0,594470.0,107.4,323264.0
0,8641.0,145590.3,1.0,12.1601,0.9908951,-0.001945538,-0.001259164,-5.654281e-05,116120.0,594470.0,100.9,527589.0
1,8642.0,145750.2,1.0,12.15991,0.9908982,-0.002630847,-0.0009673726,-9.599041e-05,116120.0,594470.0,100.9,527589.0
2,8643.0,145885.1,1.0,12.15964,0.9909021,-0.002996216,-0.001194165,-0.0001085748,116120.0,594470.0,100.9,527589.0
3,8644.0,146008.8,1.0,12.15932,0.9909067,-0.003323986,-0.001242886,-0.0001234227,116120.0,594470.0,100.9,527589.0
4,8645.0,146078.1,1.0,12.15898,0.9909115,-0.003375243,-0.001621821,-0.0001171983,116120.0,594470.0,100.9,527589.0
5,8646.0,146092.5,1.0,12.15865,0.9909161,-0.003164267,-0.002218088,-9.304515e-05,116120.0,594470.0,100.9,527589.0
6,8647.0,146037.3,1.0,12.15837,0.9909207,-0.002660246,-0.00293864,-5.144962e-05,116120.0,594470.0,100.9,527589.0
7,8648.0,145933.3,1.0,12.15812,0.9909275,-0.002061165,-0.003508468,-8.95253e-06,116120.0,594470.0,100.9,527589.0
8,8649.0,145769.7,1.0,12.15793,0.9909367,-0.001221756,-0.004194359,4.712256e-05,116120.0,594470.0,100.9,527589.0
9,8650.0,145724.3,1.0,12.15786,0.9909448,-0.0004284764,-0.003423881,6.697295e-05,116120.0,594470.0,100.9,527589.0
10,8651.0,145434.7,1.0,12.15773,0.990958,7.783943e-05,-0.004814662,0.000121076,116120.0,594470.0,100.9,527589.0
11,8652.0,145210.9,1.0,12.15756,0.9909731,0.0007046247,-0.005086342,0.0001556851,116120.0,594470.0,100.9,527589.0
0,8641.0,101485.6,1.0,11.77631,0.9907757,-0.005311473,2.227626e-05,4.796957e-05,116120.0,594470.0,105.4,404994.0
1,8642.0,101649.7,1.0,11.77512,0.9908184,-0.007081386,0.002766995,4.898953e-05,116120.0,594470.0,105.4,404994.0
2,8643.0,101787.1,1.0,11.77339,0.990871,-0.008297103,0.003078824,-4.743338e-05,116120.0,594470.0,105.4,404994.0
3,8644.0,101913.1,1.0,11.77129,0.9909301,-0.009346193,0.0037469,-0.0001266205,116120.0,594470.0,105.4,404994.0
4,8645.0,101983.0,1.0,11.76902,0.990992,-0.009721092,0.002823391,-0.0002424869,116120.0,594470.0,105.4,404994.0
5,8646.0,101996.0,1.0,11.76683,0.9910512,-0.00918226,0.0006706408,-0.0003057719,116120.0,594470.0,105.4,404994.0
6,8647.0,101937.3,1.0,11.76511,0.9910934,-0.007778867,-0.002381728,-0.0002606956,116120.0,594470.0,105.4,404994.0
7,8648.0,101830.1,1.0,11.76413,0.9911044,-0.005690196,-0.004178484,-0.0002875228,116120.0,594470.0,105.4,404994.0
8,8649.0,101662.1,1.0,11.7639,0.9910775,-0.002671166,-0.005435463,-0.0003436132,116120.0,594470.0,105.4,404994.0
9,8650.0,101610.2,1.0,11.76441,0.9910331,-0.001065558,-0.006056381,-6.609002e-05,116120.0,594470.0,105.4,404994.0
10,8651.0,101320.6,0.9999517,11.76525,0.9909374,0.00194956,-0.00372584,-0.0003772569,116120.0,594470.0,105.4,404994.0
11,8652.0,101100.2,0.9823687,11.76614,0.9908301,0.003269667,-0.003527539,-0.0006712886,116120.0,594470.0,105.4,404994.0
0,8641.0,184775.3,1.0,14.10676,0.0005756642,-2.082689e-06,-9.96073e-06,-1.106591e-06,116120.0,594470.0,96.9,609319.0
1,8642.0,184928.3,1.0,14.10669,0.0005757988,-3.181703e-06,-1.272577e-05,-1.421782e-06,116120.0,594470.0,96.9,609319.0
2,8643.0,185058.2,1.0,14.10661,0.0005759571,-3.542675e-06,-1.471652e-05,-1.670179e-06,116120.0,594470.0,96.9,609319.0
3,8644.0,185177.3,1.0,14.10653,0.0005761326,-3.882341e-06,-1.630574e-05,-1.907064e-06,116120.0,594470.0,96.9,609319.0
4,8645.0,185244.6,1.0,14.10645,0.0005763192,-3.713782e-06,-1.709643e-05,-2.019276e-06,116120.0,594470.0,96.9,609319.0
5,8646.0,185260.2,1.0,14.10638,0.0005765069,-3.166156e-06,-1.699706e-05,-1.969502e-06,116120.0,594470.0,96.9,609319.0
6,8647.0,185209.7,1.0,14.1063,0.000576681,-2.195597e-06,-1.571095e-05,-1.749743e-06,116120.0,594470.0,96.9,609319.0
7,8648.0,185112.2,1.0,14.10622,0.0005768307,-1.192872e-06,-1.375172e-05,-1.443036e-06,116120.0,594470.0,96.9,609319.0
8,8649.0,184957.4,1.0,14.10614,0.0005769475,1.897748e-07,-1.088099e-05,-1.019984e-06,116120.0,594470.0,96.9,609319.0
9,8650.0,184921.5,1.0,14.10606,0.0005770186,1.248059e-06,-6.257761e-06,-5.81966e-07,116120.0,594470.0,96.9,609319.0
10,8651.0,184635.6,1.0,14.10598,0.0005770745,2.269398e-06,-5.850092e-06,-4.158022e-07,116120.0,594470.0,96.9,609319.0
11,8652.0,184418.1,1.0,14.10591,0.0005771081,3.235695e-06,-3.295368e-06,-1.123597e-07,116120.0,594470.0,96.9,609319.0
0,8641.0,62346.69,0.3106878,12.63754,0.4759683,-5.183587e-06,2.075195e-06,5.960527e-07,116120.0,594470.0,109.4,241534.0
1,8642.0,62336.49,0.3106677,12.63752,0.4759701,-3.565516e-06,-9.379417e-07,6.452503e-07,116120.0,594470.0,109.4,241534.0
2,8643.0,62350.42,0.3106951,12.6375,0.475975,5.030545e-07,-6.214232e-06,1.703405e-06,116120.0,594470.0,109.4,241534.0
3,8644.0,62387.51,0.3107683,12.63748,0.4759843,4.318095e-06,-1.067952e-05,3.287303e-06,116120.0,594470.0,109.4,241534.0
4,8645.0,62442.29,0.3108766,12.63747,0.4759988,6.801194e-06,-1.305022e-05,4.876643e-06,116120.0,594470.0,109.4,241534.0
5,8646.0,62503.63,0.3109981,12.63745,0.4760181,7.238126e-06,-1.296811e-05,5.91517e-06,116120.0,594470.0,109.4,241534.0
6,8647.0,62558.78,0.3111076,12.63743,0.4760396,5.88712e-06,-1.096571e-05,6.239714e-06,116120.0,594470.0,109.4,241534.0
7,8648.0,62597.0,0.3111836,12.63741,0.4760611,3.154616e-06,-7.861254e-06,5.772104e-06,116120.0,594470.0,109.4,241534.0
8,8649.0,62614.14,0.3112177,12.63739,0.4760801,-1.589845e-07,-4.475996e-06,4.679831e-06,116120.0,594470.0,109.4,241534.0
9,8650.0,62609.74,0.3112089,12.63737,0.4760921,-3.113169e-06,-1.688949e-06,3.326749e-06,116120.0,594470.0,109.4,241534.0
10,8651.0,62586.17,0.311162,12.63734,0.4760968,-6.945415e-06,2.584762e-06,1.741224e-06,116120.0,594470.0,109.4,241534.0
11,8652.0,62543.67,0.3110775,12.63732,0.476099,-1.141977e-05,7.662922e-06,3.142682e-07,116120.0,594470.0,109.4,241534.0
0,8641.0,165184.8,1.0,13.04765,0.03921599,-2.66548e-06,-6.391044e-06,-2.180972e-06,116120.0,594470.0,98.9,568454.0
1,8642.0,165341.5,1.0,13.04763,0.0392206,-3.892983e-06,-7.744481e-06,-2.822753e-06,116120.0,594470.0,98.9,568454.0
2,8643.0,165474.1,1.0,13.04762,0.03922619,-4.329837e-06,-8.995437e-06,-3.31763e-06,116120.0,594470.0,98.9,568454.0
3,8644.0,165595.7,1.0,13.0476,0.03923248,-4.737813e-06,-9.908379e-06,-3.780287e-06,116120.0,594470.0,98.9,568454.0
4,8645.0,165664.1,1.0,13.04759,0.03923926,-4.591733e-06,-1.058686e-05,-3.99667e-06,116120.0,594470.0,98.9,568454.0
5,8646.0,165678.9,1.0,13.04757,0.03924611,-4.018187e-06,-1.091037e-05,-3.899857e-06,116120.0,594470.0,98.9,568454.0
6,8647.0,165625.8,1.0,13.04755,0.03925247,-2.969217e-06,-1.065505e-05,-3.468485e-06,116120.0,594470.0,98.9,568454.0
7,8648.0,165524.7,1.0,13.04754,0.03925788,-1.86513e-06,-9.932384e-06,-2.866216e-06,116120.0,594470.0,98.9,568454.0
8,8649.0,165365.1,1.0,13.04752,0.039262,-3.32925e-07,-8.770613e-06,-2.029431e-06,116120.0,594470.0,98.9,568454.0
9,8650.0,165324.0,1.0,13.04751,0.03926424,7.888615e-07,-5.699603e-06,-1.125377e-06,116120.0,594470.0,98.9,568454.0
10,8651.0,165036.0,1.0,13.04749,0.03926594,1.987607e-06,-6.367231e-06,-8.100317e-07,116120.0,594470.0,98.9,568454.0
11,8652.0,164815.0,1.0,13.04747,0.03926666,3.07401e-06,-5.136926e-06,-2.099671e-07,116120.0,594470.0,98.9,568454.0
0,8641.0,66027.21,0.3185,16.71967,0.1381996,-4.988542e-06,-1.54581e-06,3.125089e-05,116080.0,594180.0,108.98,367559.0
1,8642.0,66045.19,0.3185412,16.71968,0.1382361,-4.784877e-06,-3.429782e-06,2.950292e-05,116080.0,594180.0,108.98,367559.0
2,8643.0,66065.55,0.3185878,16.7197,0.1382733,-4.543734e-06,-4.902349e-06,3.009916e-05,116080.0,594180.0,108.98,367559.0
3,8644.0,66091.72,0.3186478,16.71972,0.1383141,-4.309672e-06,-6.684065e-06,3.20739e-05,116080.0,594180.0,108.98,367559.0
4,8645.0,66119.16,0.3187108,16.71973,0.1383566,-4.081743e-06,-7.843857e-06,3.279024e-05,116080.0,594180.0,108.98,367559.0
5,8646.0,66143.26,0.3187661,16.71975,0.1383978,-3.86703e-06,-8.152922e-06,3.25267e-05,116080.0,594180.0,108.98,367559.0
6,8647.0,66168.5,0.3188242,16.71976,0.1384395,-3.63347e-06,-8.632866e-06,3.261375e-05,116080.0,594180.0,108.98,367559.0
7,8648.0,66188.38,0.3188699,16.71978,0.138478,-3.369379e-06,-8.213591e-06,3.082193e-05,116080.0,594180.0,108.98,367559.0
8,8649.0,66201.56,0.3189003,16.7198,0.1385114,-3.041889e-06,-7.202236e-06,2.780156e-05,116080.0,594180.0,108.98,367559.0
9,8650.0,66265.11,0.3190469,16.71981,0.1385759,-2.974521e-06,-1.396252e-05,4.752382e-05,116080.0,594180.0,108.98,367559.0
10,8651.0,66260.19,0.3190356,16.71983,0.1386021,-2.037302e-06,-6.273524e-06,2.557485e-05,116080.0,594180.0,108.98,367559.0
11,8652.0,66237.31,0.3189827,16.71985,0.1386116,-1.692311e-06,-3.660675e-07,1.403192e-05,116080.0,594180.0,108.98,367559.0
0,8641.0,109798.6,1.0,12.05243,0.9871332,-0.2323076,0.1172138,0.008155177,116280.0,594390.0,104.591,446101.0
1,8642.0,110073.0,1.0,12.0185,0.9888766,-0.3111631,0.1518828,0.007887735,116280.0,594390.0,104.591,446101.0
2,8643.0,110289.8,1.0,11.98993,0.990202,-0.3438395,0.1677116,0.006949539,116280.0,594390.0,104.591,446101.0
3,8644.0,110473.8,1.0,11.96815,0.9911256,-0.3656158,0.1797742,0.005564228,116280.0,594390.0,104.591,446101.0
4,8645.0,110579.2,1.0,11.95386,0.9916916,-0.3569853,0.1733954,0.003991095,116280.0,594390.0,104.591,446101.0
5,8646.0,110606.0,1.0,11.94529,0.9920647,-0.3284987,0.1590558,0.002486405,116280.0,594390.0,104.591,446101.0
6,8647.0,110525.6,1.0,11.94004,0.9922893,-0.2732458,0.1351392,0.001140849,116280.0,594390.0,104.591,446101.0
7,8648.0,110367.6,1.0,11.93706,0.9923591,-0.2136387,0.1040836,0.0002168237,116280.0,594390.0,104.591,446101.0
8,8649.0,110116.4,1.0,11.9368,0.9921107,-0.1260427,0.05825899,-0.002522315,116280.0,594390.0,104.591,446101.0
9,8650.0,109906.9,1.0,11.93807,0.9917319,-0.07062649,0.03034951,-0.002398529,116280.0,594390.0,104.591,446101.0
10,8651.0,109584.7,1.0,11.94356,0.991197,0.01886784,-0.02231111,-0.00623901,116280.0,594390.0,104.591,446101.0
11,8652.0,109255.8,1.0,11.95422,0.990087,0.08908807,-0.06137525,-0.007850753,116280.0,594390.0,104.591,446101.0
0,8641.0,146218.6,1.0,16.66795,0.0009531705,-0.002457951,-0.006761137,-0.000333071,116080.0,594240.0,100.8,570703.0
1,8642.0,146240.9,1.0,16.66761,0.0009608841,-0.003464584,-0.007955925,-0.0004035749,116080.0,594240.0,100.8,570703.0
2,8643.0,146272.7,1.0,16.66722,0.0009699637,-0.004459033,-0.009026387,-0.0004698678,116080.0,594240.0,100.8,570703.0
3,8644.0,146310.7,1.0,16.66681,0.000979993,-0.00531123,-0.01002638,-0.000534229,116080.0,594240.0,100.8,570703.0
4,8645.0,146343.1,1.0,16.66637,0.0009909627,-0.005888661,-0.01074724,-0.0005846148,116080.0,594240.0,100.8,570703.0
5,8646.0,146369.2,1.0,16.66591,0.001002535,-0.00608476,-0.01088962,-0.0005946896,116080.0,594240.0,100.8,570703.0
6,8647.0,146392.0,1.0,16.66546,0.001013802,-0.005779232,-0.01043868,-0.0005729493,116080.0,594240.0,100.8,570703.0
7,8648.0,146401.9,1.0,16.66503,0.001024301,-0.005059837,-0.009531214,-0.0005164473,116080.0,594240.0,100.8,570703.0
8,8649.0,146397.7,1.0,16.66464,0.001033566,-0.00393909,-0.008349031,-0.0004411265,116080.0,594240.0,100.8,570703.0
9,8650.0,146527.9,1.0,16.66442,0.001036939,-0.00176941,-0.003006267,0.0001546251,116080.0,594240.0,100.8,570703.0
10,8651.0,146359.4,1.0,16.66407,0.00104469,-0.001758404,-0.008223284,-0.000435424,116080.0,594240.0,100.8,570703.0
11,8652.0,146304.1,1.0,16.66378,0.001050524,-3.383823e-05,-0.007094421,-0.0003417808,116080.0,594240.0,100.8,570703.0
0,8641.0,173163.2,1.0,16.79947,5.999231e-08,-1.274327e-06,-2.585273e-07,-8.364193e-08,116450.0,594180.0,98.061,610266.0
1,8642.0,173187.5,1.0,16.79945,6.002102e-08,-2.404886e-06,1.452658e-06,-2.106515e-07,116450.0,594180.0,98.061,610266.0
2,8643.0,173217.0,1.0,16.79943,6.005779e-08,-3.326055e-06,2.503517e-06,-2.904533e-07,116450.0,594180.0,98.061,610266.0
3,8644.0,173251.1,1.0,16.79941,6.009955e-08,-4.027056e-06,3.367032e-06,-3.552711e-07,116450.0,594180.0,98.061,610266.0
4,8645.0,173279.8,1.0,16.79939,6.014562e-08,-4.468464e-06,3.952914e-06,-3.973151e-07,116450.0,594180.0,98.061,610266.0
5,8646.0,173304.5,1.0,16.79937,6.019418e-08,-4.599546e-06,4.047712e-06,-4.011411e-07,116450.0,594180.0,98.061,610266.0
6,8647.0,173325.0,1.0,16.79936,6.024145e-08,-4.327323e-06,3.698814e-06,-3.739583e-07,116450.0,594180.0,98.061,610266.0
7,8648.0,173335.9,1.0,16.79934,6.028485e-08,-3.655941e-06,2.935159e-06,-3.119317e-07,116450.0,594180.0,98.061,610266.0
8,8649.0,173333.4,1.0,16.79932,6.032134e-08,-2.505235e-06,1.786474e-06,-2.180725e-07,116450.0,594180.0,98.061,610266.0
9,8650.0,173359.3,1.0,16.7993,6.035216e-08,-1.281626e-06,2.624924e-06,-1.380058e-07,116450.0,594180.0,98.061,610266.0
10,8651.0,173295.3,1.0,16.79928,6.037178e-08,6.096562e-07,4.320417e-07,-5.837767e-08,116450.0,594180.0,98.061,610266.0
11,8652.0,173253.0,1.0,16.79926,6.038942e-08,2.541386e-06,-1.317552e-06,9.029479e-08,116450.0,594180.0,98.061,610266.0
0,8641.0,106807.9,1.0,16.7744,2.132651e-06,-0.01301859,-0.01705654,-0.005694329,116430.0,594150.0,104.831,489488.0
1,8642.0,106825.4,1.0,16.77428,2.132771e-06,-0.02221573,-0.01668022,-0.004320973,116430.0,594150.0,104.831,489488.0
2,8643.0,106848.5,1.0,16.77415,2.146679e-06,-0.02918934,-0.01626146,-0.003210714,116430.0,594150.0,104.831,489488.0
3,8644.0,106878.0,1.0,16.77401,2.179772e-06,-0.034794,-0.01580849,-0.002270609,116430.0,594150.0,104.831,489488.0
4,8645.0,106903.9,1.0,16.77386,2.239053e-06,-0.03869637,-0.01525609,-0.001518042,116430.0,594150.0,104.831,489488.0
5,8646.0,106927.6,1.0,16.7737,2.333989e-06,-0.03984361,-0.01495911,-0.001234754,116430.0,594150.0,104.831,489488.0
6,8647.0,106949.7,1.0,16.77354,2.45577e-06,-0.03837608,-0.0148474,-0.001388961,116430.0,594150.0,104.831,489488.0
7,8648.0,106965.2,1.0,16.77339,2.598623e-06,-0.0337744,-0.01485141,-0.002005909,116430.0,594150.0,104.831,489488.0
8,8649.0,106971.0,1.0,16.77324,2.745651e-06,-0.02596591,-0.01496369,-0.003090528,116430.0,594150.0,104.831,489488.0
9,8650.0,107035.8,1.0,16.7732,2.808615e-06,-0.007348685,0.001257643,0.001773078,116430.0,594150.0,104.831,489488.0
10,8651.0,106959.4,1.0,16.77309,3.079034e-06,-0.009711987,-0.01439333,-0.005055853,116430.0,594150.0,104.831,489488.0
11,8652.0,106931.6,1.0,16.77312,3.215753e-06,0.0045258,-0.01528891,-0.007313906,116430.0,594150.0,104.831,489488.0
0,8641.0,165582.0,1.0,16.89907,8.426213e-07,-3.298068e-06,-5.577359e-06,2.225986e-07,116430.0,594150.0,98.831,612083.0
1,8642.0,165599.8,1.0,16.89906,8.42749e-07,-4.794981e-06,-5.85027e-06,1.818965e-07,116430.0,594150.0,98.831,612083.0
2,8643.0,165623.4,1.0,16.89905,8.428761e-07,-5.956777e-06,-6.043201e-06,1.556306e-07,116430.0,594150.0,98.831,612083.0
3,8644.0,165653.2,1.0,16.89905,8.43003e-07,-6.880281e-06,-6.166112e-06,1.313704e-07,116430.0,594150.0,98.831,612083.0
4,8645.0,165679.4,1.0,16.89904,8.431322e-07,-7.513163e-06,-6.196227e-06,1.096559e-07,116430.0,594150.0,98.831,612083.0
5,8646.0,165703.2,1.0,16.89903,8.432644e-07,-7.711746e-06,-6.189763e-06,1.027065e-07,116430.0,594150.0,98.831,612083.0
6,8647.0,165725.3,1.0,16.89903,8.433961e-07,-7.465191e-06,-6.116845e-06,1.039352e-07,116430.0,594150.0,98.831,612083.0
7,8648.0,165740.5,1.0,16.89902,8.435254e-07,-6.701185e-06,-5.942287e-06,1.166564e-07,116430.0,594150.0,98.831,612083.0
8,8649.0,165745.8,1.0,16.89901,8.436526e-07,-5.40165e-06,-5.660964e-06,1.354671e-07,116430.0,594150.0,98.831,612083.0
9,8650.0,165815.3,1.0,16.899,8.437915e-07,-1.450593e-06,-1.128062e-07,-7.976739e-09,116430.0,594150.0,98.831,612083.0
10,8651.0,165733.0,1.0,16.899,8.439203e-07,-2.531623e-06,-4.795532e-06,1.397405e-07,116430.0,594150.0,98.831,612083.0
11,8652.0,165704.0,1.0,16.89899,8.440489e-07,-1.90831e-07,-4.482316e-06,1.789699e-07,116430.0,594150.0,98.831,612083.0
0,8641.0,82525.61,0.3781248,15.68659,0.2428055,8.065775e-06,-1.106458e-05,1.982756e-05,116070.0,594270.0,107.3,407196.0
1,8642.0,82550.55,0.3782706,15.68679,0.2427179,1.056626e-05,-1.795112e-05,3.12327e-05,116070.0,594270.0,107.3,407196.0
2,8643.0,82585.95,0.3784781,15.687,0.242598,1.267964e-05,-2.387334e-05,4.068106e-05,116070.0,594270.0,107.3,407196.0
3,8644.0,82627.75,0.3787238,15.68721,0.2424541,1.403572e-05,-2.706413e-05,4.517833e-05,116070.0,594270.0,107.3,407196.0
4,8645.0,82663.79,0.3789364,15.68743,0.2423168,1.437257e-05,-2.697579e-05,4.274581e-05,116070.0,594270.0,107.3,407196.0
5,8646.0,82691.24,0.3790986,15.68763,0.2421995,1.44855e-05,-2.743016e-05,4.198781e-05,116070.0,594270.0,107.3,407196.0
6,8647.0,82714.21,0.3792347,15.68783,0.2420927,1.352988e-05,-2.455927e-05,3.624946e-05,116070.0,594270.0,107.3,407196.0
7,8648.0,82722.13,0.3792817,15.68803,0.2420258,1.200987e-05,-2.017914e-05,2.770336e-05,116070.0,594270.0,107.3,407196.0
8,8649.0,82716.21,0.3792466,15.68821,0.2419967,1.049796e-05,-1.301007e-05,1.723987e-05,116070.0,594270.0,107.3,407196.0
9,8650.0,82820.06,0.379865,15.68846,0.2417013,1.824325e-05,-5.044737e-05,0.0001123036,116070.0,594270.0,107.3,407196.0
10,8651.0,82759.84,0.3795058,15.68863,0.2417025,-1.168595e-05,5.539358e-05,-4.029253e-06,116070.0,594270.0,107.3,407196.0
11,8652.0,82694.94,0.3791205,15.6888,0.2417124,-2.976529e-05,0.0001011573,-2.253603e-05,116070.0,594270.0,107.3,407196.0
0,8641.0,107002.2,1.0,15.43959,0.02729925,0.005509159,0.001050333,-0.002075628,116070.0,594290.0,104.8,488897.0
1,8642.0,107026.7,1.0,15.44205,0.02712,0.004905498,0.0002463183,-0.002118665,116070.0,594290.0,104.8,488897.0
2,8643.0,107061.3,1.0,15.44414,0.02697267,0.004222375,-0.0005329974,-0.002157925,116070.0,594290.0,104.8,488897.0
3,8644.0,107101.0,1.0,15.44593,0.02685165,0.003789813,-0.001187917,-0.002209046,116070.0,594290.0,104.8,488897.0
4,8645.0,107134.2,1.0,15.44757,0.02674561,0.003605173,-0.001602276,-0.002253892,116070.0,594290.0,104.8,488897.0
5,8646.0,107161.2,1.0,15.44912,0.02664942,0.003432871,-0.001719784,-0.002254076,116070.0,594290.0,104.8,488897.0
6,8647.0,107183.9,1.0,15.45079,0.02654739,0.00358052,-0.001430519,-0.002229151,116070.0,594290.0,104.8,488897.0
7,8648.0,107192.6,1.0,15.45271,0.02642892,0.003988737,-0.0008084277,-0.002179052,116070.0,594290.0,104.8,488897.0
8,8649.0,107185.2,1.0,15.45506,0.02628348,0.004712536,9.754343e-05,-0.002126743,116070.0,594290.0,104.8,488897.0
9,8650.0,107331.7,1.0,15.4568,0.02617205,0.002971617,0.002234331,-0.001186211,116070.0,594290.0,104.8,488897.0
10,8651.0,107123.7,1.0,15.46074,0.02601308,0.009015187,0.001850356,-0.002477765,116070.0,594290.0,104.8,488897.0
11,8652.0,107057.2,1.0,15.46543,0.02580021,0.01116035,0.003234359,-0.002389135,116070.0,594290.0,104.8,488897.0
0,8641.0,100373.2,0.8803668,16.74186,0.01079964,0.0004820364,-0.001093276,5.78972e-06,116080.0,594180.0,105.48,490154.0
1,8642.0,100387.7,0.8824176,16.7419,0.01075938,-0.001248007,-0.001561812,-8.347968e-05,116080.0,594180.0,105.48,490154.0
2,8643.0,100411.0,0.8857379,16.74198,0.01067613,-0.003381694,-0.002038302,-0.0001717205,116080.0,594180.0,105.48,490154.0
3,8644.0,100442.0,0.8901818,16.74208,0.01055754,-0.005036026,-0.002343022,-0.0002752875,116080.0,594180.0,105.48,490154.0
4,8645.0,100469.8,0.8941841,16.74218,0.01042558,-0.006102999,-0.002503773,-0.0003721845,116080.0,594180.0,105.48,490154.0
5,8646.0,100493.6,0.8976282,16.74229,0.01028461,-0.006921485,-0.00275926,-0.0003980841,116080.0,594180.0,105.48,490154.0
6,8647.0,100518.3,0.9012044,16.7424,0.01014692,-0.006437932,-0.002562685,-0.0004143528,116080.0,594180.0,105.48,490154.0
7,8648.0,100533.3,0.9033915,16.74248,0.01003935,-0.005215574,-0.002376967,-0.0003642287,116080.0,594180.0,105.48,490154.0
8,8649.0,100538.7,0.90418,16.74252,0.009977714,-0.002713371,-0.001965572,-0.0002563609,116080.0,594180.0,105.48,490154.0
9,8650.0,100672.0,0.9237242,16.74281,0.009800186,-0.007703148,-0.005516928,0.001177284,116080.0,594180.0,105.48,490154.0
10,8651.0,100536.3,0.903823,16.74262,0.009866739,0.009569051,0.006612337,-0.00193351,116080.0,594180.0,105.48,490154.0
11,8652.0,100494.3,0.8977283,16.74257,0.009915933,0.007433838,0.002186438,-0.0005654392,116080.0,594180.0,105.48,490154.0
0,8641.0,126629.1,1.0,16.67169,0.001448619,0.0003949115,-0.006111678,1.311018e-05,116090.0,594240.0,102.8,529862.0
1,8642.0,126652.3,1.0,16.67157,0.001450588,-0.0001008642,-0.007286999,-4.763894e-05,116090.0,594240.0,102.8,529862.0
2,8643.0,126685.0,1.0,16.67142,0.001454688,-0.0006251392,-0.008356006,-0.0001142834,116090.0,594240.0,102.8,529862.0
3,8644.0,126723.8,1.0,16.67124,0.001460517,-0.001032541,-0.009343756,-0.0001708192,116090.0,594240.0,102.8,529862.0
4,8645.0,126756.8,1.0,16.67105,0.001467961,-0.001278081,-0.01005204,-0.0002112143,116090.0,594240.0,102.8,529862.0
5,8646.0,126783.0,1.0,16.67085,0.001476509,-0.001395026,-0.01020663,-0.0002282128,116090.0,594240.0,102.8,529862.0
6,8647.0,126805.5,1.0,16.67065,0.001484778,-0.001265594,-0.009776737,-0.0002169219,116090.0,594240.0,102.8,529862.0
7,8648.0,126814.7,1.0,16.67047,0.001492057,-0.0009170376,-0.008894095,-0.0001737159,116090.0,594240.0,102.8,529862.0
8,8649.0,126809.5,1.0,16.67032,0.001497142,-0.0003011119,-0.0077117,-9.66161e-05,116090.0,594240.0,102.8,529862.0
9,8650.0,126936.2,1.0,16.67017,0.001498131,-0.0004584792,-0.002857608,0.0001342011,116090.0,594240.0,102.8,529862.0
10,8651.0,126770.2,1.0,16.67011,0.001498239,0.001843876,-0.007295201,0.0001143382,116090.0,594240.0,102.8,529862.0
11,8652.0,126713.5,1.0,16.67005,0.001498344,0.003006992,-0.006051743,0.0002691019,116090.0,594240.0,102.8,529862.0
0,8641.0,165811.2,1.0,15.16364,0.01520653,-0.004362038,-0.005473915,0.001037998,116070.0,594270.0,98.8,611521.0
1,8642.0,165838.8,1.0,15.16026,0.01530847,-0.006021516,-0.005819158,0.001051818,116070.0,594270.0,98.8,611521.0
2,8643.0,165876.1,1.0,15.15615,0.01543203,-0.007737517,-0.006051903,0.001059192,116070.0,594270.0,98.8,611521.0
3,8644.0,165918.3,1.0,15.15148,0.01557246,-0.009072256,-0.006344521,0.001068909,116070.0,594270.0,98.8,611521.0
4,8645.0,165953.3,1.0,15.14642,0.01572646,-0.009874223,-0.006587329,0.001076037,116070.0,594270.0,98.8,611521.0
5,8646.0,165980.6,1.0,15.14114,0.01589034,-0.01023649,-0.006565107,0.001072496,116070.0,594270.0,98.8,611521.0
6,8647.0,166002.1,1.0,15.13602,0.01605248,-0.00975753,-0.006381746,0.001061394,116070.0,594270.0,98.8,611521.0
7,8648.0,166008.3,1.0,15.13135,0.01620403,-0.008584163,-0.00608069,0.001046324,116070.0,594270.0,98.8,611521.0
8,8649.0,165997.8,1.0,15.12747,0.01633449,-0.006669073,-0.005799403,0.001031971,116070.0,594270.0,98.8,611521.0
9,8650.0,166131.1,1.0,15.12442,0.01643478,-0.005885515,-0.00277671,0.0009520457,116070.0,594270.0,98.8,611521.0
10,8651.0,165936.4,1.0,15.1229,0.01649665,-0.0006083211,-0.007339405,0.001071349,116070.0,594270.0,98.8,611521.0
11,8652.0,165867.8,1.0,15.1229,0.01651231,0.003318027,-0.007880215,0.001108323,116070.0,594270.0,98.8,611521.0
0,8641.0,185573.4,1.0,11.2773,0.005023174,-7.094261e-06,-5.623499e-06,2.24901e-06,116190.0,594290.0,96.804,652826.0
