# Datetime,-1cm,-5cm,-15cm,-25cm,-65cm
4/1/2017 0:00,5.347279253570262,5.354396301894268,5.370213279691403,5.335119510415493,5.332182903017154
4/1/2017 0:05,5.464626592057505,5.3469385367986435,5.379209039832984,5.308295360748341,5.519727443324613
4/1/2017 0:10,5.4838930698456805,5.320845429337573,5.370188912866304,5.370583455611455,5.566876977408159
4/1/2017 0:15,5.389064043950293,5.3708506581635795,5.27486783209552,5.310059990732041,5.594821968299871
4/1/2017 0:20,5.497078846613644,5.423115401615969,5.310275246537336,5.319246964551831,5.564455483485804
4/1/2017 0:25,5.4991634129339655,5.4216747431219074,5.336192988172647,5.368795096641696,5.578433202185217
4/1/2017 0:30,5.484013414750059,5.397504385247492,5.339734508703067,5.329317418404392,5.633793734347856
4/1/2017 0:35,5.438591730932655,5.463015719298341,5.308667843412818,5.3734911963151335,5.559602986534678
4/1/2017 0:40,5.425375481405518,5.403439524126976,5.349676136554677,5.304594569346848,5.61302140587871
4/1/2017 0:45,5.470640384708407,5.43474706025209,5.343430528935252,5.360564578776479,5.6142314346645055
4/1/2017 0:50,5.387464744110954,5.451804116199922,5.314190304452208,5.317265724840258,5.642466936482606
4/1/2017 0:55,5.465977692022188,5.49840617664679,5.414650777793334,5.319963045259507,5.599645752672978
4/1/2017 1:00,5.4182334800478404,5.418413739285359,5.372145495156014,5.314756846685473,5.596653148795995
4/1/2017 1:05,5.463344834739968,5.423790871655199,5.396856118144051,5.329110380701721,5.587257608800556
4/1/2017 1:10,5.36659292570405,5.459880964215729,5.393646105173092,5.39880220881893,5.526416479505404
4/1/2017 1:15,5.424191911746662,5.388344377710295,5.374377436689013,5.338041893287948,5.588808839013133
4/1/2017 1:20,5.443756707783816,5.4491872344123955,5.36994095350783,5.3555718048512855,5.5588528972151785
4/1/2017 1:25,5.444221192374381,5.4438484357862995,5.384672145632118,5.357179830818946,5.647775518247585
4/1/2017 1:30,5.423029370052389,5.446615038055807,5.368591249150529,5.359053921521942,5.608701091494902
4/1/2017 1:35,5.404397170539878,5.427520221276616,5.358983785146833,5.358848061969751,5.55536656510027
4/1/2017 1:40,5.384722572883755,5.4011297914456105,5.346189174851422,5.360747828867133,5.575958073826492
4/1/2017 1:45,5.4183542100324615,5.3957958659142,5.3701438304916165,5.304616885381375,5.569066031748505
4/1/2017 1:50,5.3593424365244395,5.446170552608462,5.47219425389586,5.345969067596488,5.547802285803713
4/1/2017 1:55,5.382121685980641,5.432184895788857,5.450949832643623,5.38820315385447,5.611330153056786
4/1/2017 2:00,5.404767008756746,5.420805512488293,5.414909552835993,5.391774905812478,5.580693633538681
4/1/2017 2:05,5.386874487442864,5.3777171059569895,5.352738216166445,5.267936758074483,5.566052696349715
4/1/2017 2:10,5.346905925129612,5.442907216755953,5.401965682341756,5.384062296779535,5.620692945174013
4/1/2017 2:15,5.373600305799391,5.377014510220397,5.404314901934531,5.447739741141206,5.612198969226008
4/1/2017 2:20,5.331806105330575,5.365340098742392,5.388367253747174,5.367535058281399,5.580358147591485
4/1/2017 2:25,5.334412633634045,5.383734017162775,5.405680677937641,5.38019996874495,5.601981342475724
4/1/2017 2:30,5.366321085051592,5.3568402635948535,5.375772382653006,5.400911017434742,5.612645854241533
4/1/2017 2:35,5.391421848845502,5.303494396373305,5.4311509741123585,5.380469183630683,5.628045487899521
4/1/2017 2:40,5.393143200142424,5.372683185256773,5.467669870783438,5.363212908537358,5.582333448142635
4/1/2017 2:45,5.3179562816038075,5.37683732624383,5.384805240778756,5.4137176951287564,5.572421767621398
4/1/2017 2:50,5.333639534001386,5.368841727529933,5.392327728434896,5.409555514176672,5.599502064970308
4/1/2017 2:55,5.3027140123085115,5.358541522885626,5.422314175335412,5.422665661118264,5.578363156796833
4/1/2017 3:00,5.329147009995919,5.346988679808683,5.399535922540595,5.380228182517917,5.636200747427588
4/1/2017 3:05,5.290959256182017,5.3967628293937695,5.372825014732539,5.395225371328745,5.592044659742929
4/1/2017 3:10,5.265190724557687,5.2826976786202655,5.366242660815464,5.360776497781633,5.516078031791484
4/1/2017 3:15,5.318848775698125,5.287359514237502,5.382232653480657,5.371407817019378,5.581128344743933
4/1/2017 3:20,5.315736593657897,5.361000867486974,5.420505707495734,5.4028177681015785,5.652387376436834
4/1/2017 3:25,5.285511372446335,5.3216031847041405,5.384156054339298,5.403249187606133,5.581779996939613
4/1/2017 3:30,5.286084253353427,5.374708639877405,5.397854755403664,5.3989089063061835,5.599856478349023
4/1/2017 3:35,5.235320996786289,5.318189717427592,5.416839921025702,5.362024209265365,5.551364952505786
4/1/2017 3:40,5.2766392000669216,5.289855586135168,5.393058019824755,5.4014830400142015,5.573138747404732
4/1/2017 3:45,5.298892543412161,5.3483981685386945,5.382983067315132,5.415398612947346,5.5161929844485975
4/1/2017 3:50,5.25778163997593,5.276378981089021,5.385891345728718,5.357656104391418,5.605766205019635
4/1/2017 3:55,5.295632735220447,5.3164044711789495,5.3551305259900985,5.458261769520206,5.657363084808271
4/1/2017 4:00,5.2316457664199545,5.2929357433544375,5.354057339446993,5.3374820246139105,5.549850119021028
4/1/2017 4:05,5.263152648992252,5.297990292107692,5.317984906326712,5.4300726005321325,5.557432210724957
4/1/2017 4:10,5.304941869871354,5.285954227764898,5.3923015582733855,5.367667965862654,5.558335579270465
4/1/2017 4:15,5.254140871185095,5.275498521830514,5.367765169374401,5.426579225055105,5.592888471341474
4/1/2017 4:20,5.254379868899283,5.266018734354526,5.319560212277091,5.415578634954517,5.585781441576817
