time,true_flux(m/d)
4/3/2017 6:04,-0.343840969
4/3/2017 6:09,-0.318002202
4/3/2017 6:14,-0.292165247
4/3/2017 6:19,-0.266331808
4/3/2017 6:24,-0.240500138
4/3/2017 6:29,-0.214670211
4/3/2017 6:34,-0.188856771
4/3/2017 6:39,-0.163044989
4/3/2017 6:44,-0.137234802
4/3/2017 6:49,-0.111416405
4/3/2017 6:54,-0.085599504
4/3/2017 6:59,-0.059784064
4/3/2017 7:04,-0.063837914
4/3/2017 7:09,-0.067891633
4/3/2017 7:14,-0.071946024
4/3/2017 7:19,-0.075992967
4/3/2017 7:24,-0.080039823
4/3/2017 7:29,-0.084087389
4/3/2017 7:34,-0.088147966
4/3/2017 7:39,-0.092208487
4/3/2017 7:44,-0.096269751
4/3/2017 7:49,-0.100322892
4/3/2017 7:54,-0.10437606
4/3/2017 7:59,-0.108430033
4/3/2017 8:04,-0.087633865
4/3/2017 8:09,-0.066838464
4/3/2017 8:14,-0.046041357
4/3/2017 8:19,-0.025249052
4/3/2017 8:24,-0.00445739
4/3/2017 8:29,0.016335386
4/3/2017 8:34,0.037132153
4/3/2017 8:39,0.057928501
4/3/2017 8:44,0.078726945
4/3/2017 8:49,0.099505955
4/3/2017 8:54,0.120284728
4/3/2017 8:59,0.141065797
4/3/2017 9:04,0.162668703
4/3/2017 9:09,0.184271569
4/3/2017 9:14,0.205881103
4/3/2017 9:19,0.22748331
4/3/2017 9:24,0.249085714
4/3/2017 9:29,0.270695073
4/3/2017 9:34,0.292291835
4/3/2017 9:39,0.313889164
4/3/2017 9:44,0.335493868
4/3/2017 9:49,0.357093691
4/3/2017 9:54,0.378694366
4/3/2017 9:59,0.40030278
4/3/2017 10:04,0.394354481
4/3/2017 10:09,0.388406067
4/3/2017 10:14,0.382463417
4/3/2017 10:19,0.376512769
4/3/2017 10:24,0.370561868
4/3/2017 10:29,0.364616595
4/3/2017 10:34,0.358666194
4/3/2017 10:39,0.352715383
4/3/2017 10:44,0.346770073
4/3/2017 10:49,0.340816328
4/3/2017 10:54,0.334862084
4/3/2017 10:59,0.328913234
4/3/2017 11:04,0.359703081
4/3/2017 11:09,0.390495843
4/3/2017 11:14,0.421303761
4/3/2017 11:19,0.452097686
4/3/2017 11:24,0.482895244
4/3/2017 11:29,0.513708838
4/3/2017 11:34,0.544526445
4/3/2017 11:39,0.575348699
4/3/2017 11:44,0.606188154
4/3/2017 11:49,0.637013234
4/3/2017 11:54,0.667843911
4/3/2017 11:59,0.698692903
4/3/2017 12:04,0.703192432
4/3/2017 12:09,0.707693303
